ProductName,Description,Product Image,Product Cateogy Name,Model Number,Serial Number,StockLevel,ReorderPoint,Supplier Name,Supplier Mail,Supplier  Contact,Order Date,Quantity,Order Status,Year,Month,Day,Day Name,Month Name,Valid Supplier Email
HP JG540A-4,48 Port Ethernet Smart Managed Switch,No Image Available,Switch,ROU-1471,82c0f767-b6f0-445e-928b-76bdf0a7332e,500,150,Cisco,abcd@mail.com,1234567890,2024-12-19,500,Inprogress,2024,12,19,Thursday,December,True
DOCSIS 4.0 Cable Modem-4,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,CAR-2803,72f65df9-3feb-45aa-924d-515939b6a0f0,300,100,HP,abhp@mail.com,1980762345,2024-12-20,300,Inprogress,2024,12,20,Friday,December,True
Cellular Duplexer Tx-4,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,SWI-5537,3f47e83f-fdc2-4af2-9179-8bbb43041387,200,50,Netgear,Neger@mail.com,9256476541,2024-11-09,200,Inprogress,2024,11,9,Saturday,November,True
SBB200 Splitter Trough Block-4, Splitter block constructed with copper-aluminium ,splitter.jpg,Splitter,CAR-7307,8e0c0e28-d9bf-4d46-9187-1a1153777b45,200,50,Broadcom,brcom@mail.com,1759731673,2024-10-28,200,Deliverd,2024,10,28,Monday,October,True
Proximity  Smart Card-4,A contactless smart card ,card.jpg,Card,COM-6545,e2604e5a-64cc-4a85-bcea-3e946b37b41a,400,75,BELL,blee@mail.com,1256476893,2024-10-11,400,Deliverd,2024,10,11,Friday,October,True
DOCSIS 4.0 16x4 (CM500)-4,A High Speed Cable Modem,No Image Available,Modem,MUL-8579,be0e6b2e-bedd-4f0d-a9c6-374bce89433d,500,150,Cardcom,cdcom@mail.com,1314732575,2024-09-17,500,Deliverd,2024,9,17,Tuesday,September,True
DOCSIS 4.1 Cable Modem (CM1100) -4,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-2358,273ccb84-3e15-4b42-8bfc-743dcc441dcd,300,100,Netgear,Neger@mail.com,9256476541,2024-06-12,300,Deliverd,2024,6,12,Wednesday,June,True
CMOS 10G Serial Mux-4,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SPL-5203,dd64ff81-b205-47c8-938a-c27373b1d894,400,75,Netgear,Neger@mail.com,9256476541,2024-02-02,400,Deliverd,2024,2,2,Friday,February,True
DOCSIS 4.0 24x8 Cable Modem (CM600)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SWI-6258,37c3ed66-d129-445e-8e24-221839d0e1a7,300,100,Broadcom,brcom@mail.com,1759731674,2024-11-01,300,Deliverd,2024,11,1,Friday,November,True
ETL-4100  Combiner-4,A two-way combiner,No Image Available,Combiner,CAR-5878,bb615c0a-427e-4a8f-b5d1-ee60ca583e94,200,50,Netgear,Neger@mail.com,9256476541,2024-03-02,200,Deliverd,2024,3,2,Saturday,March,True
Cisco IR510-4,Wireless personal area network Router,No Image Available,Router,SPL-3632,780dfbb7-3875-425e-843a-e0723c2e6158,300,75,Synergy,synerg@mail.com,7865434960,2024-01-11,300,Deliverd,2024,1,11,Thursday,January,True
HP JG539A-4,"Fast Ethernet web managed ""smart"" switch",No Image Available,Switch,CAR-8543,e10457d3-fe92-4629-8836-7885aee81079,500,150,Cisco,abcd@mail.com,1234567890,2024-06-08,500,Deliverd,2024,6,8,Saturday,June,True
DOCSIS 4.1 Cable Modem-4,A High Speed Cable Modem,modem.jpg,Modem,SWI-4034,37b158bf-d610-42c9-8cbb-fc475b9f21c4,400,100,HP,abhp@mail.com,1980762345,2024-07-15,400,Deliverd,2024,7,15,Monday,July,True
WR70 Duplexer-4,RF waveguide duplexer ,No Image Available,Multiplexer,MUL-7013,eb038ee9-5f83-42bc-b559-482f1f9602a4,200,50,Netgear,Neger@mail.com,9256476541,2024-06-10,200,Deliverd,2024,6,10,Monday,June,True
Optical Splitter-4,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,CAR-6717,f4d9d56a-67c0-4992-a9c0-1b6fbb4604a1,200,50,Broadcom,brcom@mail.com,1759731673,2024-07-17,200,Deliverd,2024,7,17,Wednesday,July,True
UHF RFID Card-4,Radio-Frequency Identification Card,card.jpg,Card,SPL-2734,d3878795-98b3-48b1-998d-0a89aef33914,400,75,BELL,blee@mail.com,1256476894,2024-01-16,400,Deliverd,2024,1,16,Tuesday,January,True
DOCSIS 4.0 16x4 (CM501)-4,A High Speed Cable Modem,No Image Available,Modem,CAR-1321,1dab6bb7-5548-47d9-a980-88c2a10697b2,500,150,Cardcom,cdcom@mail.com,1314732576,2024-05-19,500,Deliverd,2024,5,19,Sunday,May,True
DOCSIS 4.1 Cable Modem (CM1200) -4,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SWI-9579,f34a3734-599a-4ffe-bbb2-9779319d81ba,300,100,Netgear,Neger@mail.com,9256476541,2024-04-06,300,Deliverd,2024,4,6,Saturday,April,True
CMOS 20G Serial Mux-4,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MOD-6896,04dd361b-ea67-40ba-808e-57968d469d2a,400,75,Netgear,Neger@mail.com,9256476541,2024-08-13,400,Deliverd,2024,8,13,Tuesday,August,True
DOCSIS 4.0 24x8 Cable Modem (CM700)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SWI-3486,2a5dd723-d48e-4d15-baca-ce37cd9a7221,300,100,Broadcom,brcom@mail.com,1759731673,2024-05-11,300,Deliverd,2024,5,11,Saturday,May,True
ETL-4110  Combiner-4,A two-way combiner,No Image Available,Combiner,SWI-9646,e7c3128c-e510-4547-bac7-69bf1ef0424f,200,50,Netgear,Neger@mail.com,9256476542,2024-01-03,200,Deliverd,2024,1,3,Wednesday,January,True
Cisco IR921-4,4-port GbE Integrated Security Router,No Image Available,Router,MUL-2013,a5f00493-ef9a-4d0b-a31f-28388b29e7d0,300,75,Synergy,synerg@mail.com,7865434961,2024-08-08,300,Deliverd,2024,8,8,Thursday,August,True
HP JG537A-4,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,SPL-5274,2ee573a1-09e2-400e-83a3-c3a5c0c84f2e,500,150,Cisco,abcd@mail.com,1234567890,2024-05-17,500,Deliverd,2024,5,17,Friday,May,True
4G LTE Modem -4,4G LTE speeds up to 150 Mbps downloads and 50 Mbps uploads,modem.jpg,Modem,MOD-5939,f5018d36-836d-4c0a-9d72-9b557e719633,400,100,HP,abhp@mail.com,1980762345,2024-06-02,400,Deliverd,2024,6,2,Sunday,June,True
Cellular Duplexer Rx (MHz)-4,RX cellular duplexer ,No Image Available,Multiplexer,SPL-2911,1369052e-0b4c-47e0-8a77-0e6c505e3078,200,50,Netgear,Neger@mail.com,9256476541,2024-01-20,200,Deliverd,2024,1,20,Saturday,January,True
SBB100 Splitter Trough-4,Standard splitter,splitter.jpg,Splitter,MOD-2930,a5b153c6-66fe-43b9-a550-c239153a865a,200,50,Broadcom,brcom@mail.com,1759731673,2024-12-14,200,Inprogress,2024,12,14,Saturday,December,True
HID Proximity Card -4,Radio-Frequency Identification Card,card.jpg,Card,ROU-5463,90583032-1dea-472e-a1e2-2c94ba1c1558,400,75,BELL,blee@mail.com,1256476894,2024-12-16,400,Inprogress,2024,12,16,Monday,December,True
DOCSIS 3.0 16x4 (CM600)-4,A High Speed Cable Modem,No Image Available,Modem,MOD-7941,108c3fa3-806d-4516-ae75-e00feb60d87c,500,150,Cardcom,cdcom@mail.com,1314732576,2024-12-22,500,Inprogress,2024,12,22,Sunday,December,True
DOCSIS 3.1 Cable Modem (CM600) -4,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-8060,46baa041-6490-4173-bc12-88eebb3f2f43,300,100,Netgear,Neger@mail.com,9256476541,2024-12-13,300,Inprogress,2024,12,13,Friday,December,True
CMOS 5G Serial Mux-4,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SPL-4880,cc5ff8f6-e161-4bab-ad72-dab1071e6522,400,75,Netgear,Neger@mail.com,9256476541,2022-10-21,400,Deliverd,2022,10,21,Friday,October,True
DOCSIS 3.0 24x8 Cable Modem (CM500)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SPL-5638,232fc8b3-bb78-4e55-9582-54c47d6bb380,300,100,Broadcom,brcom@mail.com,1759731673,2022-12-02,300,Deliverd,2022,12,2,Friday,December,True
ETL-4200  Combiner-4,A two-way combiner,No Image Available,Combiner,SPL-2665,0c2fd9ed-4d74-47db-819e-20eeddfe3917,200,50,Netgear,Neger@mail.com,9256476542,2022-01-10,200,Deliverd,2022,1,10,Monday,January,True
N600 WiFi Cable Modem-4,N600 Dual Band WiFi—300+300 Mbps,modem.jpg,Modem,CAR-2420,ee973a6b-4a7a-4ee5-b412-22d90d0090b0,300,75,Synergy,synerg@mail.com,7865434961,2022-04-21,300,Deliverd,2022,4,21,Thursday,April,True
Cisco IR1800-4,High performance modular router,No Image Available,Router,SWI-3019,e3f1036a-511a-4c86-aaa2-60197a37f7bf,200,50,Netgear,Neger@mail.com,9256476542,2024-12-13,200,Inprogress,2024,12,13,Friday,December,True
HP JG543A-4,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,MOD-6245,e6865331-c83d-4fd0-ac43-c11fffda67d4,500,150,Cisco,abcd@mail.com,1234567890,2022-09-22,500,Deliverd,2022,9,22,Thursday,September,True
C3700 Wi-Fi Cable Modem-4,Wifi Cable Modem,modem.jpg,Modem,ROU-7358,7450da34-4710-43da-ba50-5fc1218a356a,400,100,HP,abhp@mail.com,1980762345,2022-01-16,400,Deliverd,2022,1,16,Sunday,January,True
Cellular Duplexer Tx (MHz)-4,TX cellular duplexer ,No Image Available,Multiplexer,CAR-7544,121dc835-0842-458c-b9f4-a9831bb370dc,200,50,Netgear,Neger@mail.com,9256476541,2022-02-09,200,Deliverd,2022,2,9,Wednesday,February,True
BEL T4404 T Series Splitter Trough-4,Standard splitter,splitter.jpg,Splitter,SPL-1412,434c1b8e-f4ea-4d50-87b1-e8927aacb8bb,200,50,Broadcom,brcom@mail.com,1759731673,2023-03-30,200,Deliverd,2023,3,30,Thursday,March,True
NFC Proximity Card -4,Radio-Frequency Identification Card,card.jpg,Card,SPL-5417,504ff9e4-0b47-43bd-a75f-0028127ecad0,400,75,BELL,blee@mail.com,1256476894,2024-12-21,400,Inprogress,2024,12,21,Saturday,December,True
DOCSIS 3.0 16x4 (CM1000)-4,A High Speed Cable Modem,No Image Available,Modem,CAR-3066,212aac1a-f835-4f33-93ac-67d1bf521f26,500,150,Cardcom,cdcom@mail.com,1314732576,2023-04-26,500,Deliverd,2023,4,26,Wednesday,April,True
DOCSIS 3.0 24x8 Cable Modem (CM1000)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,ROU-3246,211628c1-aa8d-4095-acde-bcd9d86b2b84,400,75,Netgear,Neger@mail.com,9256476541,2024-12-22,400,Inprogress,2024,12,22,Sunday,December,True
COM-G3-L1-403-S5S5-4,A Four-way combiner,No Image Available,Combiner,MOD-3345,5bd81d9b-d3ee-497b-a378-a6fa73cb9e20,200,50,Netgear,Neger@mail.com,9256476542,2024-12-21,200,Inprogress,2024,12,21,Saturday,December,True
BEL T6404 T Series Splitter Trough-4,Distribution Splitter Trough,splitter.jpg,Splitter,SPL-9820,2a0f0538-d020-4714-b93b-c76b25010824,300,75,Synergy,synerg@mail.com,7865434961,2024-12-24,300,Inprogress,2024,12,24,Tuesday,December,True
T4104 Bel Electrical Splitter-4,superior performance and durability. With a 125 amp capacity,splitter.jpg,Splitter,MUL-1653,7e0bc164-d622-44e8-a3eb-e8b5dadf751d,400,75,BELL,blee@mail.com,1256476895,2024-12-26,400,Inprogress,2024,12,26,Thursday,December,True
PCS Duplexer Rx (MHz)-4,PCS Rx duplexer ,No Image Available,Multiplexer,COM-3731,5cabd0c4-bede-4486-bcd2-88773cdf20d1,400,75,BELL,blee@mail.com,1256476896,2024-12-23,400,Inprogress,2024,12,23,Monday,December,True
Cisco XR500-4,"Routing Protocols (BGP, OSPF)",No Image Available,Router,ROU-7065,1f4674dc-5070-4e0f-9075-dc3ec2751159,200,50,Broadcom,brcom@mail.com,1759731674,2024-12-12,200,Inprogress,2024,12,12,Thursday,December,True
Cisco ISR-4331-4,Cisco Integrated Services Router 4331 ,No Image Available,Router,COM-8806,17b90375-fe47-4697-8b78-12a271c868ca,200,50,Cisco,abcd@mail.com,1234567890,2024-12-21,200,Inprogress,2024,12,21,Saturday,December,True
Cisco Catalyst 2960X-4, Layer 2 Switch with 24 Ports,No Image Available,Switch,MUL-5512,8313b826-9826-4ce4-8536-e23120b70c6e,400,75,Cisco,abcd@mail.com,1234567890,2024-12-29,400,Inprogress,2024,12,29,Sunday,December,True
1x2 Fiber Splitter-4, Used for optical signal splitting,splitter.jpg,Splitter,MOD-3308,6735874d-81b2-41ee-b388-894d306988c5,400,75,HP,abhp@mail.com,1980762345,2024-12-19,400,Inprogress,2024,12,19,Thursday,December,True
Arris DOCSIS 3.1 Cable Modem-4, Supports Gigabit Speed,No Image Available,Modem,ROU-5249,399bd352-c8b3-4515-ac2d-b4507d9e8123,200,50,BELL,blee@mail.com,1234567890,2024-12-23,200,Inprogress,2024,12,23,Monday,December,True
Optical Power Combiner-4,2x2 configuration for optical fibers,No Image Available,Combiner,MUL-1414,bc6b195a-a108-4e7d-a353-3c1abc9938b7,300,75,Netgear,Neger@mail.com,9256476542,2022-03-18,300,Deliverd,2022,3,18,Friday,March,True
Ethernet Card-4,Cisco 8-Port Gigabit Ethernet Card for ISR Series,No Image Available,Card,COM-8090,dc875bb8-a028-4b63-b101-eedb499e0fac,400,75,Synergy,synerg@mail.com,7865434961,2022-10-05,400,Deliverd,2022,10,5,Wednesday,October,True
Sonet Multiplexer-4,Aggregates voice and data channels,No Image Available,Multiplexer,CAR-3752,8a705eac-b81d-4566-9057-d032c0c07d30,400,75,Cardcom,cdcom@mail.com,1314732576,2024-12-21,400,Inprogress,2024,12,21,Saturday,December,True
Juniper MX960-4, Core Router with 10GbE Ports,No Image Available,Router,ROU-4662,962aa5b6-b676-4309-9ce1-a9e2cd8e4ac5,200,50,Broadcom,brcom@mail.com,1759731674,2022-01-02,200,Deliverd,2022,1,2,Sunday,January,True
HP Aruba 2930F-4,"Managed Layer 3 Switch, 48 Ports",No Image Available,Switch,ROU-7049,d9b4bc4b-a6e0-4029-b3e6-27b8de5080f7,200,50,Cisco,abcd@mail.com,1234567890,2022-07-20,200,Deliverd,2022,7,20,Wednesday,July,True
Huawei 5G CPE-4, Wireless Modem for High-Speed Internet,No Image Available,Modem,COM-7878,d94eac34-adbd-4a94-8284-4393fd7f6a58,400,75,HP,abhp@mail.com,1980762345,2024-12-19,400,Inprogress,2024,12,19,Thursday,December,True
Cisco ISR 4451-X-4, Enterprise-Class Router,No Image Available,Router,SPL-2643,e6542964-5dd2-465b-9fb8-71609ba757cc,300,50,Netgear,Neger@mail.com,9256476542,2024-12-18,300,Inprogress,2024,12,18,Wednesday,December,True
Cisco Nexus 9000-4,Data Center Switch,No Image Available,Switch,SWI-1135,d419fea9-c5fb-4722-b888-aedd3b5b2695,400,75,Cisco ,support@cisco.com,1234567890,2022-03-22,400,Deliverd,2022,3,22,Tuesday,March,True
1x4 Optical Splitter-4, Used for optical signal splitting,No Image Available,Splitter,CAR-9444,c6d8789f-9016-4ebb-91ae-5f9eefa498db,200,50,Cisco ,support@cisco.com,1234567890,2022-02-23,200,Deliverd,2022,2,23,Wednesday,February,True
 DOCSIS 3.1-4,Netgear Nighthawk Cable Modem,No Image Available,Modem,COM-3242,e6b19fbd-5db6-40b8-ac7e-647384f733ca,300,75,FiberTech Inc.,info@fibertech.com,9875429902,2022-09-09,300,Deliverd,2022,9,9,Friday,September,True
2x4 Optical Power Combiner-4,For Fiber Networks,No Image Available,Combiner,SPL-9423,104f4b4d-f755-49b5-9679-ae321b81cf19,400,75,Netgear,sales@netgear.com,9256476541,2022-10-19,400,Deliverd,2022,10,19,Wednesday,October,True
Cisco 4-Port FXS Card-4,Cisco 4-Port FXS Card for ISR 4000 Series,card.jpg,Card,CAR-3991,c1d401b6-4f43-4a81-b249-219c8b292de6,400,75,OptiFiber Co.,sales@optifiber.com,8944200472,2022-06-08,400,Deliverd,2022,6,8,Wednesday,June,True
Division Multiplexer (DWDM)-4,Dense Wavelength Division Multiplexer ,No Image Available,Multiplexer,MUL-3058,e8e11f5b-5c44-4186-af65-ddf5d2190e50,200,50,Cisco ,support@cisco.com,1234567890,2023-05-06,200,Deliverd,2023,5,6,Saturday,May,True
Huawei AR2220-4,Enterprise Router for Branches,No Image Available,Router,ROU-4442,f0ab73e4-bed8-4b30-b4bf-0105a09d8dd9,200,50,NexGen ,contact@nexgen.com,5690244343,2022-09-04,200,Deliverd,2022,9,4,Sunday,September,True
Juniper EX4300-4,48-Port Layer 3 Switch,No Image Available,Switch,COM-4156,674d8048-cf4e-46fd-8bab-58fc0c6f8a29,400,75,Huawei ,sales@huawei.com,7764334977,2023-05-26,400,Deliverd,2023,5,26,Friday,May,True
TP-Link DOCSIS 3.0 Cable Modem-4,High-Speed Internet,modem.jpg,Modem,MOD-2332,6e751b18-bbd2-4b7d-8b06-379c1aa6797b,300,50,Juniper Networks,sales@juniper.net,8920323094,2023-03-24,300,Deliverd,2023,3,24,Friday,March,True
NetLink-X300-4,High-speed wireless router,No Image Available,Networking,CAR-8222,37fd9e1c-7743-43e4-92cb-06ea48a331a0,200,25,TP-Link,support@tp-link.com,9022323545,2023-04-28,200,Deliverd,2023,4,28,Friday,April,True
SwiftSwitch 24-4,24-port Gigabit Ethernet switch,No Image Available,Networking,MOD-1514,4d5c5a51-52a9-4e3e-a8b3-ea52e6db1b86,400,75,TechSupplies Inc.,contact@techsupplies.com,7892323545,2023-01-11,400,Deliverd,2023,1,11,Wednesday,January,True
FiberSplit-4X-4,Optical fiber splitter (1x4),No Image Available,Optical,SPL-1376,c5bed99d-9c71-4f68-adef-f78637334be2,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-08-20,400,Deliverd,2022,8,20,Saturday,August,True
SpeedModem-1000-4,High-speed DSL modem,No Image Available,Networking,COM-3906,105888ed-23d6-42ce-827a-ee1685afdf67,200,50,OptiTech Co.,info@optitech.com,8920332194,2022-11-22,200,Deliverd,2022,11,22,Tuesday,November,True
RFCombiner-8CH-4,8-channel RF signal combiner,No Image Available,Rf Equipment,SWI-7459,c8f41bc9-dae1-4fa7-bc9c-458e043ee7a7,300,75,DataConnect Ltd.,orders@dataconnect.com,8976422194,2022-04-04,300,Deliverd,2022,4,4,Monday,April,True
NetCard-P100-4,Network interface card with PCIe support,No Image Available,Components,CAR-5398,d8c56760-2fc8-4511-86dd-b7256e65751b,400,75,RF Solutions,support@rfsolutions.com,9055323545,2024-12-23,400,Inprogress,2024,12,23,Monday,December,True
MultiMux-42-4,32-channel multiplexer for signal routing,No Image Available,Optical,MUL-8875,724a7cae-8c4d-4da2-99d4-de7fc81d25e8,400,75,CardHub Systems,cards@cardhub.com,8976422224,2023-02-07,400,Deliverd,2023,2,7,Tuesday,February,True
StreamRouter-Z500-4,Dual-band router with advanced firewall,No Image Available,Networking,MUL-2520,8ef8d1fb-74a6-4192-924d-f37eb643ecda,200,50,SignalWorks Inc.,inquiries@signalworks.com,9055325545,2022-10-27,200,Deliverd,2022,10,27,Thursday,October,True
ProSwitch 48-4,48-port managed switch,No Image Available,Networking,ROU-8142,a349fdba-1331-4ba6-9078-562fe74496a3,200,50,TechSupplies Inc.,contact@techsupplies.com,7892323545,2022-05-10,200,Deliverd,2022,5,10,Tuesday,May,True
FiberSplit-8X-4,Optical fiber splitter (1x8),No Image Available,Optical,ROU-8149,5c83fc33-41ca-46e4-a3dc-9118afeecad1,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-09-26,400,Deliverd,2022,9,26,Monday,September,True
